"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption City (L/100 km)","Fuel Consumption Hwy (L/100 km)","Fuel Consumption Comb (L/100 km)","Fuel Consumption Comb (mpg)","CO2 Emissions(g/km)","Date"
"CHEVROLET","IMPALA","FULL-SIZE","3.6","6","AS6","X","12.6","8.2","10.6","27","244","5/21/2019"
"CHEVROLET","IMPALA","FULL-SIZE","3.6","6","AS6","E","16.7","11.3","14.3","20","229","8/17/2019"
"CHEVROLET","IMPALA ECO","FULL-SIZE","2.4","4","AS6","X","10","7","8.7","32","200","8/4/2019"
"CHEVROLET","MALIBU","MID-SIZE","2","4","AS6","Z","11.5","7.9","9.9","29","228","4/7/2012"
"CHEVROLET","MALIBU","MID-SIZE","2.5","4","AS6","X","9.3","6.4","8","35","184","3/18/2021"
"CHEVROLET","ORLANDO","SUV - SMALL","2.4","4","AS6","X","12.2","8.6","10.6","27","244","7/20/2014"
"CHEVROLET","ORLANDO","SUV - SMALL","2.4","4","M6","X","11.8","8.3","10.2","28","235","1/15/2013"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","4.3","6","A6","X","13.4","9.9","11.8","24","271","7/6/2016"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","4.3","6","A6","E","18.9","14.2","16.8","17","269","9/22/2014"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.6","10.3","12.7","22","292","9/8/2019"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","5.3","8","A6","E","19.5","13.7","16.9","17","270","1/4/2012"
"CHEVROLET","SILVERADO","PICKUP TRUCK - STANDARD","6.2","8","A6","Z","16.3","11.4","14.1","20","324","3/1/2014"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","X","14.2","10.6","12.6","22","290","4/7/2018"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","E","20","15.1","17.8","16","285","7/4/2015"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.9","10.6","13","22","299","5/15/2017"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","E","19.9","14.2","17.3","16","277","9/17/2014"
"CHEVROLET","SILVERADO 4WD","PICKUP TRUCK - STANDARD","6.2","8","A6","Z","16.4","11.7","14.3","20","329","1/27/2021"
"CHEVROLET","SONIC","COMPACT","1.4","4","AS6","X","9.1","6.7","8","35","184","1/11/2014"
"CHEVROLET","SONIC","COMPACT","1.4","4","M6","X","8.5","6.2","7.5","38","173","2/12/2015"
"CHEVROLET","SONIC","COMPACT","1.8","4","AS6","X","9.6","6.6","8.3","34","191","8/30/2012"
"CHEVROLET","SONIC","COMPACT","1.8","4","M5","X","8.9","6.7","7.9","36","182","1/3/2017"
"CHEVROLET","SONIC RS","COMPACT","1.4","4","AS6","X","9.4","7","8.3","34","191","8/3/2013"
"CHEVROLET","SONIC RS","COMPACT","1.4","4","M6","X","8.8","7","8","35","184","9/19/2016"
"CHEVROLET","SONIC 5","MID-SIZE","1.4","4","AS6","X","9.1","6.7","8","35","184","12/19/2015"
"CHEVROLET","SONIC 5","MID-SIZE","1.4","4","M6","X","8.5","6.2","7.5","38","172","10/25/2016"
"CHEVROLET","SONIC 5","MID-SIZE","1.8","4","AS6","X","9.6","6.6","8.3","34","191","10/20/2015"
"CHEVROLET","SONIC 5","MID-SIZE","1.8","4","M5","X","8.9","6.7","7.9","36","182","12/23/2019"
"CHEVROLET","SONIC 5 RS","MID-SIZE","1.4","4","AS6","X","9.4","7","8.3","34","191","7/20/2014"
"CHEVROLET","SONIC 5 RS","MID-SIZE","1.4","4","M6","X","8.8","7","8","35","184","5/1/2014"
"CHEVROLET","SPARK","SUBCOMPACT","1.2","4","AV","X","7.7","6","6.9","41","159","4/30/2020"
"CHEVROLET","SPARK","SUBCOMPACT","1.2","4","M5","X","7.6","6","6.9","41","159","10/17/2019"
"CHEVROLET","SUBURBAN","SUV - STANDARD","5.3","8","A6","X","16","11.1","13.8","20","317","12/22/2019"
"CHEVROLET","SUBURBAN","SUV - STANDARD","5.3","8","A6","E","21.5","14.6","18.4","15","294","8/26/2016"
"CHEVROLET","SUBURBAN 4WD","SUV - STANDARD","5.3","8","A6","X","16","11.1","13.8","20","317","4/6/2011"
"CHEVROLET","SUBURBAN 4WD","SUV - STANDARD","5.3","8","A6","E","21.5","14.6","18.4","15","294","10/13/2013"
"CHEVROLET","TAHOE","SUV - STANDARD","5.3","8","A6","X","16","11.1","13.8","20","317","12/3/2020"
"CHEVROLET","TAHOE","SUV - STANDARD","5.3","8","A6","E","21.5","14.6","18.4","15","294","10/3/2020"
"CHEVROLET","TAHOE 4WD","SUV - STANDARD","5.3","8","A6","X","16","11.1","13.8","20","317","12/16/2011"
"CHEVROLET","TAHOE 4WD","SUV - STANDARD","5.3","8","A6","E","21.5","14.6","18.4","15","294","1/12/2020"
"CHEVROLET","TRAVERSE","SUV - STANDARD","3.6","6","A6","X","14.3","9.9","12.3","23","283","12/31/2011"
"CHEVROLET","TRAVERSE AWD","SUV - STANDARD","3.6","6","A6","X","14.6","10.2","12.6","22","290","4/23/2011"
"CHEVROLET","TRAX","SUV - SMALL","1.4","4","AS6","X","9.4","7.1","8.4","34","193","12/25/2019"
"CHEVROLET","TRAX","SUV - SMALL","1.4","4","M6","X","9.1","6.8","8.1","35","186","9/16/2011"
"CHEVROLET","TRAX AWD","SUV - SMALL","1.4","4","AS6","X","10","7.8","9","31","207","5/18/2013"
"CHRYSLER","300","FULL-SIZE","3.6","6","A8","X","12.4","7.7","10.3","27","237","5/23/2016"
"CHRYSLER","200 CONVERTIBLE","COMPACT","2.4","4","A4","X","11.7","8.2","10.1","28","232","11/26/2012"
"CHRYSLER","200 CONVERTIBLE","COMPACT","2.4","4","A6","X","12.9","8.1","10.7","26","246","1/28/2020"
"CHRYSLER","200 CONVERTIBLE FFV","COMPACT","3.6","6","A6","X","12.5","8.1","10.5","27","242","7/28/2013"
"CHRYSLER","200 CONVERTIBLE FFV","COMPACT","3.6","6","A6","E","17","11.2","14.4","20","230","5/29/2017"
"CHRYSLER","200 SEDAN","MID-SIZE","2.4","4","A4","X","11.2","8","9.8","29","225","12/31/2019"
"CHRYSLER","200 SEDAN","MID-SIZE","2.4","4","A6","X","12","7.6","10","28","230","1/13/2021"
"CHRYSLER","200 SEDAN FFV","MID-SIZE","3.6","6","A6","X","12.5","8.1","10.5","27","242","10/18/2011"
"CHRYSLER","200 SEDAN FFV","MID-SIZE","3.6","6","A6","E","17","11.2","14.4","20","230","9/5/2015"
"CHRYSLER","300 (MDS)","FULL-SIZE","5.7","8","A5","X","15.8","9.2","12.8","22","294","8/21/2014"
"CHRYSLER","300 AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.6","10.9","26","251","2/18/2012"
"CHRYSLER","300 AWD (MDS)","FULL-SIZE","5.7","8","A5","X","16.1","10","13.4","21","308","1/16/2021"
"CHRYSLER","300 AWD FFV","FULL-SIZE","3.6","6","A8","X","12.8","8.6","10.9","26","251","2/23/2012"
"CHRYSLER","300 AWD FFV","FULL-SIZE","3.6","6","A8","E","17.3","11.7","14.8","19","237","1/1/2017"
"CHRYSLER","300 FFV","FULL-SIZE","3.6","6","A8","X","12.4","7.7","10.3","27","237","8/8/2012"
"CHRYSLER","300 FFV","FULL-SIZE","3.6","6","A8","E","16.8","10.3","13.9","20","222","11/11/2018"
"CHRYSLER","300 SRT (MDS)","FULL-SIZE","6.4","8","A5","Z","16.7","10.3","13.8","20","317","1/17/2018"
"CHRYSLER","TOWN & COUNTRY FFV","MINIVAN","3.6","6","A6","X","14.1","9.5","12","24","276","11/22/2011"
"CHRYSLER","TOWN & COUNTRY FFV","MINIVAN","3.6","6","A6","E","19.7","13.3","16.8","17","269","4/21/2012"
"DODGE","AVENGER","MID-SIZE","2.4","4","A4","X","11.2","8","9.8","29","225","3/3/2020"
"DODGE","AVENGER","MID-SIZE","2.4","4","A6","X","12","7.6","10","28","230","9/21/2014"
"DODGE","AVENGER FFV","MID-SIZE","3.6","6","A6","X","12.5","8.1","10.5","27","242","3/11/2019"
"DODGE","AVENGER FFV","MID-SIZE","3.6","6","A6","E","17","11.2","14.4","20","230","1/2/2012"
"DODGE","CHALLENGER","MID-SIZE","3.6","6","A5","X","13.2","8.7","11.2","25","258","1/28/2013"
"DODGE","CHALLENGER","MID-SIZE","5.7","8","M6","X","15.6","10","13.1","22","301","5/15/2012"
"DODGE","CHALLENGER (MDS)","MID-SIZE","5.7","8","A5","X","15.8","9.2","12.8","22","294","5/12/2015"
"DODGE","CHALLENGER SRT","MID-SIZE","6.4","8","M6","Z","16.8","10.4","13.9","20","320","6/24/2012"
"DODGE","CHALLENGER SRT (MDS)","MID-SIZE","6.4","8","A5","Z","16.7","10.3","13.8","20","317","7/31/2016"
"DODGE","CHARGER","FULL-SIZE","3.6","6","A5","X","13.2","8.7","11.2","25","258","3/24/2019"
"DODGE","CHARGER","FULL-SIZE","3.6","6","A8","X","12.4","7.7","10.3","27","237","2/13/2014"
"DODGE","CHARGER (MDS)","FULL-SIZE","5.7","8","A5","X","15.8","9.2","12.8","22","294","2/9/2015"
"DODGE","CHARGER AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.6","10.9","26","251","3/21/2018"
"DODGE","CHARGER AWD (MDS)","FULL-SIZE","5.7","8","A5","X","16.1","10","13.4","21","308","8/17/2017"
"DODGE","CHARGER AWD FFV","FULL-SIZE","3.6","6","A8","X","12.8","8.6","10.9","26","251","5/29/2013"
"DODGE","CHARGER AWD FFV","FULL-SIZE","3.6","6","A8","E","17.3","11.7","14.8","19","237","6/5/2020"
"DODGE","CHARGER FFV","FULL-SIZE","3.6","6","A5","X","13.2","8.7","11.2","25","258","10/30/2018"
"DODGE","CHARGER FFV","FULL-SIZE","3.6","6","A5","E","18.3","12.6","15.7","18","251","4/26/2014"
"DODGE","CHARGER FFV","FULL-SIZE","3.6","6","A8","X","12.3","7.6","10.2","28","235","12/19/2017"
"DODGE","CHARGER FFV","FULL-SIZE","3.6","6","A8","E","16.8","10.3","13.9","20","222","1/7/2020"
"DODGE","CHARGER SRT (MDS)","FULL-SIZE","6.4","8","A5","Z","16.7","10.3","13.8","20","317","10/20/2017"
"DODGE","DART","MID-SIZE","2","4","M6","X","9.4","6.5","8.1","35","186","10/16/2019"
"DODGE","DART","MID-SIZE","2.4","4","A6","X","10.1","6.8","8.6","33","198","9/24/2016"
"DODGE","DART","MID-SIZE","2.4","4","M6","X","10.5","6.7","8.8","32","202","4/27/2016"
"DODGE","DART FFV","MID-SIZE","2","4","A6","X","9.9","7","8.6","33","198","12/7/2013"
"DODGE","DART FFV","MID-SIZE","2","4","A6","E","14.2","9.8","12.2","23","195","11/13/2014"
"DODGE","DART GT","MID-SIZE","2.4","4","A6","X","10.6","7.5","9.2","31","212","6/17/2016"
"DODGE","DART GT","MID-SIZE","2.4","4","M6","X","10.2","7","8.8","32","202","1/6/2011"
"DODGE","DART TURBO AERO","MID-SIZE","1.4","4","AM6","X","8.4","5.9","7.3","39","168","2/5/2014"
"DODGE","DART TURBO AERO","MID-SIZE","1.4","4","M6","X","8.5","5.8","7.3","39","168","12/12/2020"
"DODGE","DURANGO AWD (MDS)","SUV - STANDARD","5.7","8","A8","X","17.3","10.8","14.4","20","331","2/14/2013"
"DODGE","DURANGO AWD FFV","SUV - STANDARD","3.6","6","A8","X","13.9","9.8","12.1","23","278","5/3/2014"
"DODGE","DURANGO AWD FFV","SUV - STANDARD","3.6","6","A8","E","17.7","13","15.6","18","250","7/25/2018"
"DODGE","GRAND CARAVAN FFV","MINIVAN","3.6","6","A6","X","13.7","9.4","11.8","24","271","12/22/2016"
"DODGE","GRAND CARAVAN FFV","MINIVAN","3.6","6","A6","E","19.2","13.1","16.5","17","264","6/6/2016"
"DODGE","JOURNEY","SUV - SMALL","2.4","4","A4","X","12.7","9.1","11.1","25","255","8/2/2019"
"DODGE","JOURNEY AWD","SUV - SMALL","3.6","6","A6","X","14.5","9.9","12.4","23","285","6/11/2020"
"DODGE","JOURNEY FFV","SUV - SMALL","3.6","6","A6","X","14.2","9.4","12","24","276","10/4/2011"
"DODGE","JOURNEY FFV","SUV - SMALL","3.6","6","A6","E","18.9","12.9","16.2","17","259","2/15/2021"
"FIAT","500 ABARTH CABRIO","MINICOMPACT","1.4","4","M5","X","8.5","6.9","7.8","36","179","1/23/2020"
"FIAT","500 ABARTH HATCHBACK","MINICOMPACT","1.4","4","M5","X","8.5","6.9","7.8","36","179","7/25/2015"
"FIAT","500 CABRIO","MINICOMPACT","1.4","4","A6","X","8.7","6.9","7.9","36","182","10/29/2018"
"FIAT","500 CABRIO","MINICOMPACT","1.4","4","M5","X","7.9","6.3","7.2","39","166","4/20/2014"
"FIAT","500 CABRIO TURBO","MINICOMPACT","1.4","4","M5","X","8.5","6.9","7.8","36","179","5/24/2019"
"FIAT","500 HATCHBACK","MINICOMPACT","1.4","4","A6","X","8.7","6.9","7.9","36","182","8/21/2011"
"FIAT","500 HATCHBACK","MINICOMPACT","1.4","4","M5","X","7.6","5.9","6.8","42","156","9/17/2014"
"FIAT","500 HATCHBACK TURBO","MINICOMPACT","1.4","4","M5","X","8.5","6.9","7.8","36","179","1/27/2013"
"FIAT","500L TURBO","STATION WAGON - SMALL","1.4","4","AM6","X","10","7.2","8.7","32","200","11/17/2020"
"FIAT","500L TURBO","STATION WAGON - SMALL","1.4","4","M6","X","9.3","7.2","8.4","34","193","12/3/2018"
"FORD","C-MAX HYBRID","FULL-SIZE","2","4","AV","X","5.6","6.4","6","47","138","5/3/2017"
"FORD","E150 VAN FFV","VAN - CARGO","4.6","8","A4","X","17.7","14.4","16.2","17","373","11/28/2017"
"FORD","E150 VAN FFV","VAN - CARGO","4.6","8","A4","E","24.1","19.2","21.9","13","350","2/1/2020"
"FORD","E150 VAN FFV","VAN - CARGO","5.4","8","A4","X","19.3","14.7","17.2","16","396","11/15/2016"
"FORD","E150 VAN FFV","VAN - CARGO","5.4","8","A4","E","24.9","19.6","22.5","13","360","8/25/2019"
"FORD","E150 WAGON FFV","VAN - PASSENGER","4.6","8","A4","X","18.6","14.6","16.8","17","386","2/4/2019"
"FORD","E150 WAGON FFV","VAN - PASSENGER","4.6","8","A4","E","25.5","20","23","12","368","7/17/2014"
"FORD","E350 WAGON","VAN - PASSENGER","6.8","10","A5","X","23.9","17.8","21.2","13","488","10/22/2020"
"FORD","E350 WAGON FFV","VAN - PASSENGER","5.4","8","A4","X","20.6","15.5","18.3","15","421","6/18/2019"
"FORD","E350 WAGON FFV","VAN - PASSENGER","5.4","8","A4","E","26.7","20.5","23.9","12","382","7/2/2013"
"FORD","EDGE","SUV - SMALL","2","4","A6","X","11.3","7.9","9.8","29","225","4/6/2015"
"FORD","EDGE","SUV - SMALL","3.5","6","AS6","X","12.6","8.7","10.8","26","248","4/27/2014"
"FORD","EDGE AWD","SUV - SMALL","3.5","6","AS6","X","13.3","9.3","11.5","25","264","2/19/2012"
"FORD","EDGE AWD","SUV - SMALL","3.7","6","AS6","X","13.7","10.4","12.2","23","281","8/17/2015"
"FORD","ESCAPE","SUV - SMALL","1.6","4","AS6","X","10.4","7.4","9.1","31","209","10/12/2019"
"FORD","ESCAPE","SUV - SMALL","2","4","AS6","X","10.9","8","9.6","29","221","11/3/2014"
"FORD","ESCAPE","SUV - SMALL","2.5","4","AS6","X","10.9","7.5","9.4","30","216","8/7/2016"
"FORD","ESCAPE AWD","SUV - SMALL","1.6","4","AS6","X","10.5","7.9","9.3","30","214","9/16/2012"
"FORD","ESCAPE AWD","SUV - SMALL","2","4","AS6","X","11.2","8.5","10","28","230","8/2/2014"
"FORD","EXPEDITION 4X4 FFV","SUV - STANDARD","5.4","8","A6","X","18.2","13.3","16","18","368","5/11/2020"
"FORD","EXPEDITION 4X4 FFV","SUV - STANDARD","5.4","8","A6","E","24.5","18","21.6","13","346","1/20/2014"
"FORD","EXPLORER","SUV - STANDARD","2","4","A6","X","11.8","8.3","10.2","28","235","11/20/2016"
"FORD","EXPLORER AWD","SUV - STANDARD","3.5","6","AS6","X","14.8","10.7","13","22","299","6/15/2013"
"FORD","EXPLORER FFV","SUV - STANDARD","3.5","6","AS6","X","13.7","9.7","11.9","24","274","6/12/2012"
"FORD","EXPLORER FFV","SUV - STANDARD","3.5","6","AS6","E","18.3","12.9","15.9","18","254","1/31/2018"
"FORD","EXPLORER FFV AWD","SUV - STANDARD","3.5","6","AS6","X","14.3","10.3","12.5","23","288","2/4/2013"
"FORD","EXPLORER FFV AWD","SUV - STANDARD","3.5","6","AS6","E","18.9","13.9","16.7","17","267","1/1/2019"
"FORD","F-150","PICKUP TRUCK - STANDARD","3.5","6","A6","X","14.5","10.6","12.7","22","292","11/27/2017"
"FORD","F-150","PICKUP TRUCK - STANDARD","3.5","6","AS6","X","14.6","10.6","12.8","22","294","8/26/2014"
"FORD","F-150","PICKUP TRUCK - STANDARD","6.2","8","AS6","X","18.3","12.9","15.9","18","366","7/29/2015"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","3.5","6","A6","X","15.9","11.3","13.8","20","317","6/23/2016"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","3.5","6","AS6","X","15.4","11","13.4","21","308","10/15/2018"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","6.2","8","AS6","X","20.1","14.4","17.5","16","402","6/1/2019"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.7","6","A6","X","14","10.3","12.3","23","283","10/14/2017"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.7","6","A6","E","18.8","13.7","16.5","17","264","12/2/2013"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.7","6","AS6","X","14","10.3","12.3","23","283","5/19/2012"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.7","6","AS6","E","18.8","13.7","16.5","17","264","4/1/2020"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","A6","X","16.4","12.3","14.6","19","336","9/30/2017"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","A6","E","22.1","16.7","19.7","14","315","8/30/2016"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS6","X","16.4","12.3","14.6","19","336","2/13/2021"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS6","E","22.1","16.7","19.7","14","315","2/23/2013"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.7","6","A6","X","15","11.4","13.4","21","308","5/15/2011"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.7","6","A6","E","20.2","15.3","18","16","288","7/21/2013"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.7","6","AS6","X","15","11.4","13.4","21","308","3/12/2016"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.7","6","AS6","E","20.2","15.3","18","16","288","7/29/2017"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","A6","X","16.8","12.6","14.9","19","343","5/13/2016"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","A6","E","22.4","17","20","14","320","12/9/2016"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS6","X","16.7","12.5","14.8","19","340","8/14/2012"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS6","E","22.4","16.9","19.9","14","318","2/18/2017"
"FORD","F-150 RAPTOR 4X4","PICKUP TRUCK - STANDARD","6.2","8","AS6","X","20.4","15","18","16","414","6/21/2014"
"FORD","FIESTA","SUBCOMPACT","1.6","4","AS6","X","8.5","6.5","7.6","37","175","11/28/2014"
"FORD","FIESTA","SUBCOMPACT","1.6","4","M5","X","8.6","6.4","7.6","37","175","4/18/2015"
"FORD","FIESTA SFE","SUBCOMPACT","1","4","M5","X","7.5","5.5","6.6","43","152","7/24/2011"
"FORD","FIESTA SFE","SUBCOMPACT","1.6","4","AS6","X","8","5.8","7","40","161","11/13/2012"
"FORD","FIESTA ST","COMPACT","1.6","4","M6","X","8.9","6.8","8","35","184","12/12/2016"
"FORD","FLEX","SUV - STANDARD","3.5","6","AS6","X","13.2","9.4","11.5","25","264","3/17/2014"
"FORD","FLEX AWD","SUV - STANDARD","3.5","6","AS6","X","13.7","10.2","12.1","23","278","2/22/2014"
"FORD","FLEX AWD (EcoBoost)","SUV - STANDARD","3.5","6","AS6","X","14.8","10.4","12.8","22","294","9/19/2019"
"FORD","FOCUS","COMPACT","2","4","M6","X","10.2","7.4","8.9","32","205","12/7/2011"
"FORD","FOCUS FFV","COMPACT","2","4","A6","X","8.8","6.4","7.7","37","177","7/7/2015"
"FORD","FOCUS FFV","COMPACT","2","4","A6","E","11.7","8.5","10.3","27","165","8/29/2015"
"FORD","FOCUS FFV","COMPACT","2","4","AS6","X","8.9","6.4","7.8","36","179","6/7/2012"
"FORD","FOCUS FFV","COMPACT","2","4","AS6","E","11.7","8.5","10.3","27","165","12/10/2016"
"FORD","FOCUS FFV","COMPACT","2","4","M5","X","9.1","6.6","8","35","184","7/22/2019"
"FORD","FOCUS FFV","COMPACT","2","4","M5","E","11.9","8.9","10.6","27","170","2/3/2017"
"FORD","FOCUS SFE FFV","COMPACT","2","4","A6","X","8.4","5.8","7.2","39","166","7/6/2012"
"FORD","FOCUS SFE FFV","COMPACT","2","4","A6","E","11.6","8.3","10.1","28","162","3/25/2012"
"FORD","FUSION","MID-SIZE","1.5","4","AS6","X","10.1","6.6","8.5","33","196","12/29/2012"
"FORD","FUSION","MID-SIZE","1.6","4","M6","X","9.4","6.4","8.1","35","186","6/1/2021"
"FORD","FUSION","MID-SIZE","2","4","AS6","X","10.5","7.1","9","31","207","9/6/2013"
"FORD","FUSION","MID-SIZE","2.5","4","AS6","X","10.5","7","8.9","32","205","8/4/2011"
"FORD","FUSION (Start/Stop)","MID-SIZE","1.5","4","AS6","X","9.5","6.3","8.1","35","186","11/15/2016"
"FORD","FUSION AWD","MID-SIZE","2","4","AS6","X","10.9","7.5","9.4","30","216","6/28/2018"
"FORD","FUSION HYBRID","MID-SIZE","2","4","AV","X","5.3","5.7","5.5","51","126","6/4/2014"
"FORD","MUSTANG","SUBCOMPACT","3.7","6","A6","X","12.1","7.8","10.2","28","235","3/20/2014"
"FORD","MUSTANG","SUBCOMPACT","3.7","6","M6","X","12.7","8.1","10.6","27","244","4/27/2015"
"FORD","MUSTANG","SUBCOMPACT","5","8","A6","X","13.3","9.3","11.5","25","264","6/7/2015"
"FORD","MUSTANG","SUBCOMPACT","5","8","M6","X","15.4","9.4","12.7","22","292","10/2/2016"
"FORD","MUSTANG","SUBCOMPACT","5.8","8","M6","Z","15.9","9.9","13.2","21","304","1/26/2020"
"FORD","MUSTANG CONVERTIBLE","SUBCOMPACT","3.7","6","A6","X","12.5","8.2","10.6","27","244","5/27/2011"
"FORD","TAURUS","FULL-SIZE","2","4","AS6","X","10.5","7.3","9.1","31","209","6/4/2019"
"FORD","TAURUS AWD","FULL-SIZE","3.5","6","AS6","X","13.7","9.4","11.8","24","271","1/29/2019"
"FORD","TAURUS FFV","FULL-SIZE","3.5","6","AS6","X","12.1","8.1","10.3","27","237","9/30/2012"
"FORD","TAURUS FFV","FULL-SIZE","3.5","6","AS6","E","17","11.1","14.3","20","229","12/24/2017"
"FORD","TAURUS FFV AWD","FULL-SIZE","3.5","6","AS6","X","13","9.1","11.2","25","258","8/1/2012"
"FORD","TAURUS FFV AWD","FULL-SIZE","3.5","6","AS6","E","18.4","12.5","15.7","18","251","1/29/2019"
"FORD","TRANSIT CONNECT","SPECIAL PURPOSE VEHICLE","1.6","4","AS6","X","10.8","8","9.5","30","218","4/19/2018"
"FORD","TRANSIT CONNECT","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","11.3","8.2","9.9","29","228","1/5/2011"
"FORD","TRANSIT CONNECT TAXI","SPECIAL PURPOSE VEHICLE","1.6","4","AS6","X","11.5","8.3","10.1","28","232","3/1/2012"
"FORD","TRANSIT CONNECT WAGON","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","11.9","8.5","10.4","27","239","2/27/2018"
"GMC","ACADIA","SUV - STANDARD","3.6","6","A6","X","14.3","9.9","12.3","23","283","11/16/2012"
"GMC","ACADIA AWD","SUV - STANDARD","3.6","6","A6","X","14.9","10.4","12.9","22","297","9/20/2015"
"GMC","SAVANA 1500 CARGO","VAN - CARGO","4.3","6","A4","X","17.1","12.7","15.1","19","347","8/1/2014"
"GMC","SAVANA 1500 CARGO","VAN - CARGO","5.3","8","A4","X","18","13.4","15.9","18","366","4/16/2017"
"GMC","SAVANA 1500 CARGO","VAN - CARGO","5.3","8","A4","E","23.5","17.7","20.9","14","334","3/26/2015"
"GMC","SAVANA 1500 CARGO AWD","VAN - CARGO","5.3","8","A4","X","18.3","14.2","16.5","17","380","6/15/2012"
"GMC","SAVANA 1500 CARGO AWD","VAN - CARGO","5.3","8","A4","E","23.7","18.8","21.5","13","344","9/29/2018"
"GMC","SAVANA 1500 CARGO CONV","VAN - CARGO","5.3","8","A4","X","18.6","13.9","16.5","17","380","3/17/2016"
"GMC","SAVANA 1500 CARGO CONV","VAN - CARGO","5.3","8","A4","E","23.9","18.5","21.5","13","344","11/8/2014"
"GMC","SAVANA 1500 CARGO CONV AWD","VAN - CARGO","5.3","8","A4","X","18.3","14.2","16.5","17","380","5/25/2016"
"GMC","SAVANA 1500 CARGO CONV AWD","VAN - CARGO","5.3","8","A4","E","25.3","19.3","22.6","12","362","3/31/2015"
"GMC","SAVANA 1500 PASSENGER","VAN - PASSENGER","5.3","8","A4","X","18.6","13.9","16.5","17","380","1/10/2011"
"GMC","SAVANA 1500 PASSENGER","VAN - PASSENGER","5.3","8","A4","E","23.9","18.5","21.5","13","344","7/30/2014"
"GMC","SAVANA 1500 PASSENGER AWD","VAN - PASSENGER","5.3","8","A4","X","18.3","14.2","16.5","17","380","12/20/2011"
"GMC","SAVANA 1500 PASSENGER AWD","VAN - PASSENGER","5.3","8","A4","E","25.3","19.3","22.6","12","362","11/11/2015"
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER","4.8","8","A6","X","21.1","14.2","18","16","414","9/2/2012"
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER","6","8","A6","X","21.9","15","18.8","15","432","9/15/2011"
"GMC","SAVANA 2500 PASSENGER","VAN - PASSENGER","6","8","A6","E","30","20.4","25.7","11","411","7/17/2019"
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER","4.8","8","A6","X","21.3","14.3","18.2","16","419","8/2/2020"
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER","6","8","A6","X","22.1","15","18.9","15","435","10/6/2016"
"GMC","SAVANA 3500 PASSENGER","VAN - PASSENGER","6","8","A6","E","30.2","20.5","25.8","11","413","3/25/2020"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","4.3","6","A6","X","13.4","9.9","11.8","24","271","12/2/2021"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","4.3","6","A6","E","18.9","14.2","16.8","17","269","3/6/2016"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","5.3","8","A6","X","14.6","10.3","12.7","22","292","12/28/2016"
"GMC","SIERRA","PICKUP TRUCK - STANDARD","5.3","8","A6","E","19.5","13.7","16.9","17","270","5/17/2012"
